wavelength,B_442,B_492,B_559,B_665,B_704,B_739,B_780,B_835,B_864,B_943,B_1375,B_1611,B_2184
1706.0,,,,,,,,,,,,,
1707.0,,,,,,,,,,,,,
1708.0,,,,,,,,,,,,,
1709.0,,,,,,,,,,,,,
1710.0,,,,,,,,,,,,,
1711.0,,,,,,,,,,,,,
1712.0,,,,,,,,,,,,,
1713.0,,,,,,,,,,,,,
1714.0,,,,,,,,,,,,,
1715.0,,,,,,,,,,,,,
1716.0,,,,,,,,,,,,,
1717.0,,,,,,,,,,,,,
1718.0,,,,,,,,,,,,,
1719.0,,,,,,,,,,,,,
1720.0,,,,,,,,,,,,,
1721.0,,,,,,,,,,,,,
1722.0,,,,,,,,,,,,,
1723.0,,,,,,,,,,,,,
1724.0,,,,,,,,,,,,,
1725.0,,,,,,,,,,,,,
1726.0,,,,,,,,,,,,,
1727.0,,,,,,,,,,,,,
1728.0,,,,,,,,,,,,,
1729.0,,,,,,,,,,,,,
1730.0,,,,,,,,,,,,,
1731.0,,,,,,,,,,,,,
1732.0,,,,,,,,,,,,,
1733.0,,,,,,,,,,,,,
1734.0,,,,,,,,,,,,,
1735.0,,,,,,,,,,,,,
1736.0,,,,,,,,,,,,,
1737.0,,,,,,,,,,,,,
1738.0,,,,,,,,,,,,,
1739.0,,,,,,,,,,,,,
1740.0,,,,,,,,,,,,,
1741.0,,,,,,,,,,,,,
1742.0,,,,,,,,,,,,,
1743.0,,,,,,,,,,,,,
1744.0,,,,,,,,,,,,,
1745.0,,,,,,,,,,,,,
1746.0,,,,,,,,,,,,,
1747.0,,,,,,,,,,,,,
1748.0,,,,,,,,,,,,,
1749.0,,,,,,,,,,,,,
1750.0,,,,,,,,,,,,,
1751.0,,,,,,,,,,,,,
1752.0,,,,,,,,,,,,,
1753.0,,,,,,,,,,,,,
1754.0,,,,,,,,,,,,,
1755.0,,,,,,,,,,,,,
1756.0,,,,,,,,,,,,,
1757.0,,,,,,,,,,,,,
1758.0,,,,,,,,,,,,,
1759.0,,,,,,,,,,,,,
1760.0,,,,,,,,,,,,,
1761.0,,,,,,,,,,,,,
1762.0,,,,,,,,,,,,,
1763.0,,,,,,,,,,,,,
1764.0,,,,,,,,,,,,,
1765.0,,,,,,,,,,,,,
1766.0,,,,,,,,,,,,,
1767.0,,,,,,,,,,,,,
1768.0,,,,,,,,,,,,,
1769.0,,,,,,,,,,,,,
1770.0,,,,,,,,,,,,,
1771.0,,,,,,,,,,,,,
1772.0,,,,,,,,,,,,,
1773.0,,,,,,,,,,,,,
1774.0,,,,,,,,,,,,,
1775.0,,,,,,,,,,,,,
1776.0,,,,,,,,,,,,,
1777.0,,,,,,,,,,,,,
1778.0,,,,,,,,,,,,,
1779.0,,,,,,,,,,,,,
1780.0,,,,,,,,,,,,,
1781.0,,,,,,,,,,,,,
1782.0,,,,,,,,,,,,,
1783.0,,,,,,,,,,,,,
1784.0,,,,,,,,,,,,,
1785.0,,,,,,,,,,,,,
1786.0,,,,,,,,,,,,,
1787.0,,,,,,,,,,,,,
1788.0,,,,,,,,,,,,,
1789.0,,,,,,,,,,,,,
1790.0,,,,,,,,,,,,,
1791.0,,,,,,,,,,,,,
1792.0,,,,,,,,,,,,,
1793.0,,,,,,,,,,,,,
1794.0,,,,,,,,,,,,,
1795.0,,,,,,,,,,,,,
1796.0,,,,,,,,,,,,,
1797.0,,,,,,,,,,,,,
1798.0,,,,,,,,,,,,,
1799.0,,,,,,,,,,,,,
1800.0,,,,,,,,,,,,,
1801.0,,,,,,,,,,,,,
1802.0,,,,,,,,,,,,,
1803.0,,,,,,,,,,,,,
1804.0,,,,,,,,,,,,,
1805.0,,,,,,,,,,,,,
1806.0,,,,,,,,,,,,,
1807.0,,,,,,,,,,,,,
1808.0,,,,,,,,,,,,,
1809.0,,,,,,,,,,,,,
1810.0,,,,,,,,,,,,,
1811.0,,,,,,,,,,,,,
1812.0,,,,,,,,,,,,,
1813.0,,,,,,,,,,,,,
1814.0,,,,,,,,,,,,,
1815.0,,,,,,,,,,,,,
1816.0,,,,,,,,,,,,,
1817.0,,,,,,,,,,,,,
1818.0,,,,,,,,,,,,,
1819.0,,,,,,,,,,,,,
1820.0,,,,,,,,,,,,,
1821.0,,,,,,,,,,,,,
1822.0,,,,,,,,,,,,,
1823.0,,,,,,,,,,,,,
1824.0,,,,,,,,,,,,,
1825.0,,,,,,,,,,,,,
1826.0,,,,,,,,,,,,,
1827.0,,,,,,,,,,,,,
1828.0,,,,,,,,,,,,,
1829.0,,,,,,,,,,,,,
1830.0,,,,,,,,,,,,,
1831.0,,,,,,,,,,,,,
1832.0,,,,,,,,,,,,,
1833.0,,,,,,,,,,,,,
1834.0,,,,,,,,,,,,,
1835.0,,,,,,,,,,,,,
1836.0,,,,,,,,,,,,,
1837.0,,,,,,,,,,,,,
1838.0,,,,,,,,,,,,,
1839.0,,,,,,,,,,,,,
1840.0,,,,,,,,,,,,,
1841.0,,,,,,,,,,,,,
1842.0,,,,,,,,,,,,,
1843.0,,,,,,,,,,,,,
1844.0,,,,,,,,,,,,,
1845.0,,,,,,,,,,,,,
1846.0,,,,,,,,,,,,,
1847.0,,,,,,,,,,,,,
1848.0,,,,,,,,,,,,,
1849.0,,,,,,,,,,,,,
1850.0,,,,,,,,,,,,,
1851.0,,,,,,,,,,,,,
1852.0,,,,,,,,,,,,,
1853.0,,,,,,,,,,,,,
1854.0,,,,,,,,,,,,,
1855.0,,,,,,,,,,,,,
1856.0,,,,,,,,,,,,,
1857.0,,,,,,,,,,,,,
1858.0,,,,,,,,,,,,,
1859.0,,,,,,,,,,,,,
1860.0,,,,,,,,,,,,,
1861.0,,,,,,,,,,,,,
1862.0,,,,,,,,,,,,,
1863.0,,,,,,,,,,,,,
1864.0,,,,,,,,,,,,,
1865.0,,,,,,,,,,,,,
1866.0,,,,,,,,,,,,,
1867.0,,,,,,,,,,,,,
1868.0,,,,,,,,,,,,,
1869.0,,,,,,,,,,,,,
1870.0,,,,,,,,,,,,,
1871.0,,,,,,,,,,,,,
1872.0,,,,,,,,,,,,,
1873.0,,,,,,,,,,,,,
1874.0,,,,,,,,,,,,,
1875.0,,,,,,,,,,,,,
1876.0,,,,,,,,,,,,,
1877.0,,,,,,,,,,,,,
1878.0,,,,,,,,,,,,,
1879.0,,,,,,,,,,,,,
1880.0,,,,,,,,,,,,,
1881.0,,,,,,,,,,,,,
1882.0,,,,,,,,,,,,,
1883.0,,,,,,,,,,,,,
1884.0,,,,,,,,,,,,,
1885.0,,,,,,,,,,,,,
1886.0,,,,,,,,,,,,,
1887.0,,,,,,,,,,,,,
1888.0,,,,,,,,,,,,,
1889.0,,,,,,,,,,,,,
1890.0,,,,,,,,,,,,,
1891.0,,,,,,,,,,,,,
1892.0,,,,,,,,,,,,,
1893.0,,,,,,,,,,,,,
1894.0,,,,,,,,,,,,,
1895.0,,,,,,,,,,,,,
1896.0,,,,,,,,,,,,,
1897.0,,,,,,,,,,,,,
1898.0,,,,,,,,,,,,,
1899.0,,,,,,,,,,,,,
1900.0,,,,,,,,,,,,,
1901.0,,,,,,,,,,,,,
1902.0,,,,,,,,,,,,,
1903.0,,,,,,,,,,,,,
1904.0,,,,,,,,,,,,,
1905.0,,,,,,,,,,,,,
1906.0,,,,,,,,,,,,,
1907.0,,,,,,,,,,,,,
1908.0,,,,,,,,,,,,,
1909.0,,,,,,,,,,,,,
1910.0,,,,,,,,,,,,,
1911.0,,,,,,,,,,,,,
1912.0,,,,,,,,,,,,,
1913.0,,,,,,,,,,,,,
1914.0,,,,,,,,,,,,,
1915.0,,,,,,,,,,,,,
1916.0,,,,,,,,,,,,,
1917.0,,,,,,,,,,,,,
1918.0,,,,,,,,,,,,,
1919.0,,,,,,,,,,,,,
1920.0,,,,,,,,,,,,,
1921.0,,,,,,,,,,,,,
1922.0,,,,,,,,,,,,,
1923.0,,,,,,,,,,,,,
1924.0,,,,,,,,,,,,,
1925.0,,,,,,,,,,,,,
1926.0,,,,,,,,,,,,,
1927.0,,,,,,,,,,,,,
1928.0,,,,,,,,,,,,,
1929.0,,,,,,,,,,,,,
1930.0,,,,,,,,,,,,,
1931.0,,,,,,,,,,,,,
1932.0,,,,,,,,,,,,,
1933.0,,,,,,,,,,,,,
1934.0,,,,,,,,,,,,,
1935.0,,,,,,,,,,,,,
1936.0,,,,,,,,,,,,,
1937.0,,,,,,,,,,,,,
1938.0,,,,,,,,,,,,,
1939.0,,,,,,,,,,,,,
1940.0,,,,,,,,,,,,,
1941.0,,,,,,,,,,,,,
1942.0,,,,,,,,,,,,,
1943.0,,,,,,,,,,,,,
1944.0,,,,,,,,,,,,,
1945.0,,,,,,,,,,,,,
1946.0,,,,,,,,,,,,,
1947.0,,,,,,,,,,,,,
1948.0,,,,,,,,,,,,,
1949.0,,,,,,,,,,,,,
1950.0,,,,,,,,,,,,,
1951.0,,,,,,,,,,,,,
1952.0,,,,,,,,,,,,,
1953.0,,,,,,,,,,,,,
1954.0,,,,,,,,,,,,,
1955.0,,,,,,,,,,,,,
1956.0,,,,,,,,,,,,,
1957.0,,,,,,,,,,,,,
1958.0,,,,,,,,,,,,,
1959.0,,,,,,,,,,,,,
1960.0,,,,,,,,,,,,,
1961.0,,,,,,,,,,,,,
1962.0,,,,,,,,,,,,,
1963.0,,,,,,,,,,,,,
1964.0,,,,,,,,,,,,,
1965.0,,,,,,,,,,,,,
1966.0,,,,,,,,,,,,,
1967.0,,,,,,,,,,,,,
1968.0,,,,,,,,,,,,,
1969.0,,,,,,,,,,,,,
1970.0,,,,,,,,,,,,,
1971.0,,,,,,,,,,,,,
1972.0,,,,,,,,,,,,,
1973.0,,,,,,,,,,,,,
1974.0,,,,,,,,,,,,,
1975.0,,,,,,,,,,,,,
1976.0,,,,,,,,,,,,,
1977.0,,,,,,,,,,,,,
1978.0,,,,,,,,,,,,,
1979.0,,,,,,,,,,,,,
1980.0,,,,,,,,,,,,,
1981.0,,,,,,,,,,,,,
1982.0,,,,,,,,,,,,,
1983.0,,,,,,,,,,,,,
1984.0,,,,,,,,,,,,,
1985.0,,,,,,,,,,,,,
1986.0,,,,,,,,,,,,,
1987.0,,,,,,,,,,,,,
1988.0,,,,,,,,,,,,,
1989.0,,,,,,,,,,,,,
1990.0,,,,,,,,,,,,,
1991.0,,,,,,,,,,,,,
1992.0,,,,,,,,,,,,,
1993.0,,,,,,,,,,,,,
1994.0,,,,,,,,,,,,,
1995.0,,,,,,,,,,,,,
1996.0,,,,,,,,,,,,,
1997.0,,,,,,,,,,,,,
1998.0,,,,,,,,,,,,,
1999.0,,,,,,,,,,,,,
2000.0,,,,,,,,,,,,,
2001.0,,,,,,,,,,,,,
2002.0,,,,,,,,,,,,,
2003.0,,,,,,,,,,,,,
2004.0,,,,,,,,,,,,,
2005.0,,,,,,,,,,,,,
2006.0,,,,,,,,,,,,,
2007.0,,,,,,,,,,,,,
2008.0,,,,,,,,,,,,,
2009.0,,,,,,,,,,,,,
2010.0,,,,,,,,,,,,,
2011.0,,,,,,,,,,,,,
2012.0,,,,,,,,,,,,,
2013.0,,,,,,,,,,,,,
2014.0,,,,,,,,,,,,,
2015.0,,,,,,,,,,,,,
2016.0,,,,,,,,,,,,,
2017.0,,,,,,,,,,,,,
2018.0,,,,,,,,,,,,,
2019.0,,,,,,,,,,,,,
2020.0,,,,,,,,,,,,,
2021.0,,,,,,,,,,,,,
2022.0,,,,,,,,,,,,,
2023.0,,,,,,,,,,,,,
2024.0,,,,,,,,,,,,,
2025.0,,,,,,,,,,,,,
2026.0,,,,,,,,,,,,,
2027.0,,,,,,,,,,,,,
2028.0,,,,,,,,,,,,,
2029.0,,,,,,,,,,,,,
2030.0,,,,,,,,,,,,,
2031.0,,,,,,,,,,,,,
2032.0,,,,,,,,,,,,,
2033.0,,,,,,,,,,,,,
2034.0,,,,,,,,,,,,,
2035.0,,,,,,,,,,,,,
2036.0,,,,,,,,,,,,,
2037.0,,,,,,,,,,,,,
2038.0,,,,,,,,,,,,,
2039.0,,,,,,,,,,,,,
2040.0,,,,,,,,,,,,,
2041.0,,,,,,,,,,,,,
2042.0,,,,,,,,,,,,,
2043.0,,,,,,,,,,,,,
2044.0,,,,,,,,,,,,,
2045.0,,,,,,,,,,,,,
2046.0,,,,,,,,,,,,,
2047.0,,,,,,,,,,,,,
2048.0,,,,,,,,,,,,,
2049.0,,,,,,,,,,,,,
2050.0,,,,,,,,,,,,,
2051.0,,,,,,,,,,,,,
2052.0,,,,,,,,,,,,,
2053.0,,,,,,,,,,,,,
2054.0,,,,,,,,,,,,,
2055.0,,,,,,,,,,,,,
2056.0,,,,,,,,,,,,,
2057.0,,,,,,,,,,,,,
2058.0,,,,,,,,,,,,,
2059.0,,,,,,,,,,,,,
2060.0,,,,,,,,,,,,,
2061.0,,,,,,,,,,,,,
2062.0,,,,,,,,,,,,,
2063.0,,,,,,,,,,,,,
2064.0,,,,,,,,,,,,,
2065.0,,,,,,,,,,,,,0.000227567
2066.0,,,,,,,,,,,,,0.000739283
2067.0,,,,,,,,,,,,,0.00165678
2068.0,,,,,,,,,,,,,0.00301959
2069.0,,,,,,,,,,,,,0.00458938
2070.0,,,,,,,,,,,,,0.00592493
2071.0,,,,,,,,,,,,,0.00753477
2072.0,,,,,,,,,,,,,0.00874801
2073.0,,,,,,,,,,,,,0.0102655
2074.0,,,,,,,,,,,,,0.0122362
2075.0,,,,,,,,,,,,,0.0145935
2076.0,,,,,,,,,,,,,0.0174589
2077.0,,,,,,,,,,,,,0.0210632
2078.0,,,,,,,,,,,,,0.0254281
2079.0,,,,,,,,,,,,,0.0306094
2080.0,,,,,,,,,,,,,0.0372345
2081.0,,,,,,,,,,,,,0.0457713
2082.0,,,,,,,,,,,,,0.0563625
2083.0,,,,,,,,,,,,,0.070017
2084.0,,,,,,,,,,,,,0.088005
2085.0,,,,,,,,,,,,,0.110694
2086.0,,,,,,,,,,,,,0.138884
2087.0,,,,,,,,,,,,,0.173288
2088.0,,,,,,,,,,,,,0.214375
2089.0,,,,,,,,,,,,,0.261991
2090.0,,,,,,,,,,,,,0.317228
2091.0,,,,,,,,,,,,,0.380866
2092.0,,,,,,,,,,,,,0.44947
2093.0,,,,,,,,,,,,,0.522785
2094.0,,,,,,,,,,,,,0.598899
2095.0,,,,,,,,,,,,,0.672128
2096.0,,,,,,,,,,,,,0.737899
2097.0,,,,,,,,,,,,,0.792931
2098.0,,,,,,,,,,,,,0.835659
2099.0,,,,,,,,,,,,,0.866335
2100.0,,,,,,,,,,,,,0.88633
2101.0,,,,,,,,,,,,,0.897588
2102.0,,,,,,,,,,,,,0.901518
2103.0,,,,,,,,,,,,,0.900791
2104.0,,,,,,,,,,,,,0.897114
2105.0,,,,,,,,,,,,,0.892353
2106.0,,,,,,,,,,,,,0.887964
2107.0,,,,,,,,,,,,,0.884432
2108.0,,,,,,,,,,,,,0.882095
2109.0,,,,,,,,,,,,,0.881696
2110.0,,,,,,,,,,,,,0.882698
2111.0,,,,,,,,,,,,,0.887154
2112.0,,,,,,,,,,,,,0.892733
2113.0,,,,,,,,,,,,,0.898904
2114.0,,,,,,,,,,,,,0.905619
2115.0,,,,,,,,,,,,,0.912841
2116.0,,,,,,,,,,,,,0.92018
2117.0,,,,,,,,,,,,,0.926913
2118.0,,,,,,,,,,,,,0.933095
2119.0,,,,,,,,,,,,,0.938438
2120.0,,,,,,,,,,,,,0.943377
2121.0,,,,,,,,,,,,,0.945579
2122.0,,,,,,,,,,,,,0.947407
2123.0,,,,,,,,,,,,,0.948568
2124.0,,,,,,,,,,,,,0.94883
2125.0,,,,,,,,,,,,,0.948112
2126.0,,,,,,,,,,,,,0.947116
2127.0,,,,,,,,,,,,,0.946127
2128.0,,,,,,,,,,,,,0.944871
2129.0,,,,,,,,,,,,,0.943485
2130.0,,,,,,,,,,,,,0.941894
2131.0,,,,,,,,,,,,,0.942446
2132.0,,,,,,,,,,,,,0.943274
2133.0,,,,,,,,,,,,,0.944244
2134.0,,,,,,,,,,,,,0.945286
2135.0,,,,,,,,,,,,,0.946212
2136.0,,,,,,,,,,,,,0.947085
2137.0,,,,,,,,,,,,,0.947942
2138.0,,,,,,,,,,,,,0.94894
2139.0,,,,,,,,,,,,,0.94988
2140.0,,,,,,,,,,,,,0.950676
2141.0,,,,,,,,,,,,,0.951054
2142.0,,,,,,,,,,,,,0.951532
2143.0,,,,,,,,,,,,,0.952327
2144.0,,,,,,,,,,,,,0.952721
2145.0,,,,,,,,,,,,,0.952552
2146.0,,,,,,,,,,,,,0.952418
2147.0,,,,,,,,,,,,,0.952654
2148.0,,,,,,,,,,,,,0.952962
2149.0,,,,,,,,,,,,,0.953318
2150.0,,,,,,,,,,,,,0.953779
2151.0,,,,,,,,,,,,,0.954292
2152.0,,,,,,,,,,,,,0.954837
2153.0,,,,,,,,,,,,,0.955539
2154.0,,,,,,,,,,,,,0.95675
2155.0,,,,,,,,,,,,,0.957986
2156.0,,,,,,,,,,,,,0.959237
2157.0,,,,,,,,,,,,,0.960451
2158.0,,,,,,,,,,,,,0.961413
2159.0,,,,,,,,,,,,,0.962644
2160.0,,,,,,,,,,,,,0.964122
2161.0,,,,,,,,,,,,,0.96361
2162.0,,,,,,,,,,,,,0.963105
2163.0,,,,,,,,,,,,,0.962754
2164.0,,,,,,,,,,,,,0.961851
2165.0,,,,,,,,,,,,,0.96073
2166.0,,,,,,,,,,,,,0.959561
2167.0,,,,,,,,,,,,,0.958377
2168.0,,,,,,,,,,,,,0.956972
2169.0,,,,,,,,,,,,,0.95512
2170.0,,,,,,,,,,,,,0.953076
2171.0,,,,,,,,,,,,,0.954061
2172.0,,,,,,,,,,,,,0.955177
2173.0,,,,,,,,,,,,,0.955719
2174.0,,,,,,,,,,,,,0.955675
2175.0,,,,,,,,,,,,,0.955357
2176.0,,,,,,,,,,,,,0.954612
2177.0,,,,,,,,,,,,,0.953454
2178.0,,,,,,,,,,,,,0.952125
2179.0,,,,,,,,,,,,,0.950598
2180.0,,,,,,,,,,,,,0.948594
2181.0,,,,,,,,,,,,,0.948562
2182.0,,,,,,,,,,,,,0.948548
2183.0,,,,,,,,,,,,,0.948296
2184.0,,,,,,,,,,,,,0.947706
2185.0,,,,,,,,,,,,,0.94662
2186.0,,,,,,,,,,,,,0.945216
2187.0,,,,,,,,,,,,,0.943481
2188.0,,,,,,,,,,,,,0.942138
2189.0,,,,,,,,,,,,,0.940655
2190.0,,,,,,,,,,,,,0.938919
2191.0,,,,,,,,,,,,,0.941493
2192.0,,,,,,,,,,,,,0.943779
2193.0,,,,,,,,,,,,,0.945752
2194.0,,,,,,,,,,,,,0.947277
2195.0,,,,,,,,,,,,,0.948482
2196.0,,,,,,,,,,,,,0.949622
2197.0,,,,,,,,,,,,,0.950767
2198.0,,,,,,,,,,,,,0.951991
2199.0,,,,,,,,,,,,,0.953624
2200.0,,,,,,,,,,,,,0.955263
2201.0,,,,,,,,,,,,,0.952413
2202.0,,,,,,,,,,,,,0.950489
2203.0,,,,,,,,,,,,,0.949722
2204.0,,,,,,,,,,,,,0.949105
2205.0,,,,,,,,,,,,,0.949712
2206.0,,,,,,,,,,,,,0.951673
2207.0,,,,,,,,,,,,,0.955012
2208.0,,,,,,,,,,,,,0.959778
2209.0,,,,,,,,,,,,,0.966208
2210.0,,,,,,,,,,,,,0.973886
2211.0,,,,,,,,,,,,,0.97092
2212.0,,,,,,,,,,,,,0.96914
2213.0,,,,,,,,,,,,,0.96833
2214.0,,,,,,,,,,,,,0.967636
2215.0,,,,,,,,,,,,,0.967555
2216.0,,,,,,,,,,,,,0.968041
2217.0,,,,,,,,,,,,,0.968508
2218.0,,,,,,,,,,,,,0.968957
2219.0,,,,,,,,,,,,,0.96951
2220.0,,,,,,,,,,,,,0.969968
2221.0,,,,,,,,,,,,,0.969098
2222.0,,,,,,,,,,,,,0.968258
2223.0,,,,,,,,,,,,,0.96755
2224.0,,,,,,,,,,,,,0.966504
2225.0,,,,,,,,,,,,,0.96546
2226.0,,,,,,,,,,,,,0.964367
2227.0,,,,,,,,,,,,,0.96293
2228.0,,,,,,,,,,,,,0.961666
2229.0,,,,,,,,,,,,,0.960638
2230.0,,,,,,,,,,,,,0.959368
2231.0,,,,,,,,,,,,,0.959707
2232.0,,,,,,,,,,,,,0.96036
2233.0,,,,,,,,,,,,,0.961645
2234.0,,,,,,,,,,,,,0.96273
2235.0,,,,,,,,,,,,,0.963701
2236.0,,,,,,,,,,,,,0.964774
2237.0,,,,,,,,,,,,,0.965513
2238.0,,,,,,,,,,,,,0.966349
2239.0,,,,,,,,,,,,,0.967538
2240.0,,,,,,,,,,,,,0.968868
2241.0,,,,,,,,,,,,,0.970549
2242.0,,,,,,,,,,,,,0.972426
2243.0,,,,,,,,,,,,,0.974301
2244.0,,,,,,,,,,,,,0.976012
2245.0,,,,,,,,,,,,,0.977203
2246.0,,,,,,,,,,,,,0.978986
2247.0,,,,,,,,,,,,,0.980446
2248.0,,,,,,,,,,,,,0.981524
2249.0,,,,,,,,,,,,,0.982532
2250.0,,,,,,,,,,,,,0.983337
2251.0,,,,,,,,,,,,,0.984631
2252.0,,,,,,,,,,,,,0.986738
2253.0,,,,,,,,,,,,,0.989144
2254.0,,,,,,,,,,,,,0.991223
2255.0,,,,,,,,,,,,,0.993185
2256.0,,,,,,,,,,,,,0.995273
2257.0,,,,,,,,,,,,,0.996705
2258.0,,,,,,,,,,,,,0.998282
2259.0,,,,,,,,,,,,,0.999605
2260.0,,,,,,,,,,,,,1.0
2261.0,,,,,,,,,,,,,0.998655
2262.0,,,,,,,,,,,,,0.995753
2263.0,,,,,,,,,,,,,0.990605
2264.0,,,,,,,,,,,,,0.981521
2265.0,,,,,,,,,,,,,0.968715
2266.0,,,,,,,,,,,,,0.951679
2267.0,,,,,,,,,,,,,0.929344
2268.0,,,,,,,,,,,,,0.902305
2269.0,,,,,,,,,,,,,0.870441
2270.0,,,,,,,,,,,,,0.831948
2271.0,,,,,,,,,,,,,0.786119
2272.0,,,,,,,,,,,,,0.736343
2273.0,,,,,,,,,,,,,0.681862
2274.0,,,,,,,,,,,,,0.623138
2275.0,,,,,,,,,,,,,0.564025
2276.0,,,,,,,,,,,,,0.50665
2277.0,,,,,,,,,,,,,0.451376
2278.0,,,,,,,,,,,,,0.400488
2279.0,,,,,,,,,,,,,0.354177
2280.0,,,,,,,,,,,,,0.30984
2281.0,,,,,,,,,,,,,0.269313
2282.0,,,,,,,,,,,,,0.234102
2283.0,,,,,,,,,,,,,0.202253
2284.0,,,,,,,,,,,,,0.17367
2285.0,,,,,,,,,,,,,0.149356
2286.0,,,,,,,,,,,,,0.128957
2287.0,,,,,,,,,,,,,0.111531
2288.0,,,,,,,,,,,,,0.0968995
2289.0,,,,,,,,,,,,,0.0848748
2290.0,,,,,,,,,,,,,0.0740635
2291.0,,,,,,,,,,,,,0.0644693
2292.0,,,,,,,,,,,,,0.0563216
2293.0,,,,,,,,,,,,,0.0493812
2294.0,,,,,,,,,,,,,0.043196
2295.0,,,,,,,,,,,,,0.0379861
2296.0,,,,,,,,,,,,,0.0334688
2297.0,,,,,,,,,,,,,0.0289834
2298.0,,,,,,,,,,,,,0.0250858
2299.0,,,,,,,,,,,,,0.0200077
2300.0,,,,,,,,,,,,,0.0138379
2301.0,,,,,,,,,,,,,0.008464
2302.0,,,,,,,,,,,,,0.0044431
2303.0,,,,,,,,,,,,,0.000848571
2304.0,,,,,,,,,,,,,
2305.0,,,,,,,,,,,,,
2306.0,,,,,,,,,,,,,
2307.0,,,,,,,,,,,,,
2308.0,,,,,,,,,,,,,
2309.0,,,,,,,,,,,,,
2310.0,,,,,,,,,,,,,
2311.0,,,,,,,,,,,,,
2312.0,,,,,,,,,,,,,
2313.0,,,,,,,,,,,,,
2314.0,,,,,,,,,,,,,
2315.0,,,,,,,,,,,,,
2316.0,,,,,,,,,,,,,
2317.0,,,,,,,,,,,,,
2318.0,,,,,,,,,,,,,
2319.0,,,,,,,,,,,,,
2320.0,,,,,,,,,,,,,
2321.0,,,,,,,,,,,,,
2322.0,,,,,,,,,,,,,
2323.0,,,,,,,,,,,,,
2324.0,,,,,,,,,,,,,
2325.0,,,,,,,,,,,,,
2326.0,,,,,,,,,,,,,
2327.0,,,,,,,,,,,,,
2328.0,,,,,,,,,,,,,
2329.0,,,,,,,,,,,,,
2330.0,,,,,,,,,,,,,
2331.0,,,,,,,,,,,,,
2332.0,,,,,,,,,,,,,
2333.0,,,,,,,,,,,,,
2334.0,,,,,,,,,,,,,
2335.0,,,,,,,,,,,,,
2336.0,,,,,,,,,,,,,
2337.0,,,,,,,,,,,,,
2338.0,,,,,,,,,,,,,
2339.0,,,,,,,,,,,,,
2340.0,,,,,,,,,,,,,
2341.0,,,,,,,,,,,,,
2342.0,,,,,,,,,,,,,
2343.0,,,,,,,,,,,,,
2344.0,,,,,,,,,,,,,
2345.0,,,,,,,,,,,,,
2346.0,,,,,,,,,,,,,
2347.0,,,,,,,,,,,,,
2348.0,,,,,,,,,,,,,
2349.0,,,,,,,,,,,,,
2350.0,,,,,,,,,,,,,
2351.0,,,,,,,,,,,,,
2352.0,,,,,,,,,,,,,
2353.0,,,,,,,,,,,,,
2354.0,,,,,,,,,,,,,
2355.0,,,,,,,,,,,,,
2356.0,,,,,,,,,,,,,
2357.0,,,,,,,,,,,,,
2358.0,,,,,,,,,,,,,
2359.0,,,,,,,,,,,,,
2360.0,,,,,,,,,,,,,
2361.0,,,,,,,,,,,,,
2362.0,,,,,,,,,,,,,
2363.0,,,,,,,,,,,,,
2364.0,,,,,,,,,,,,,
2365.0,,,,,,,,,,,,,
2366.0,,,,,,,,,,,,,
2367.0,,,,,,,,,,,,,
2368.0,,,,,,,,,,,,,
2369.0,,,,,,,,,,,,,
2370.0,,,,,,,,,,,,,
2371.0,,,,,,,,,,,,,
2372.0,,,,,,,,,,,,,
2373.0,,,,,,,,,,,,,
2374.0,,,,,,,,,,,,,
2375.0,,,,,,,,,,,,,
2376.0,,,,,,,,,,,,,
2377.0,,,,,,,,,,,,,
2378.0,,,,,,,,,,,,,
2379.0,,,,,,,,,,,,,
2380.0,,,,,,,,,,,,,
2381.0,,,,,,,,,,,,,
2382.0,,,,,,,,,,,,,
2383.0,,,,,,,,,,,,,
2384.0,,,,,,,,,,,,,
2385.0,,,,,,,,,,,,,
2386.0,,,,,,,,,,,,,
2387.0,,,,,,,,,,,,,
2388.0,,,,,,,,,,,,,
2389.0,,,,,,,,,,,,,
2390.0,,,,,,,,,,,,,
2391.0,,,,,,,,,,,,,
2392.0,,,,,,,,,,,,,
2393.0,,,,,,,,,,,,,
2394.0,,,,,,,,,,,,,
2395.0,,,,,,,,,,,,,
2396.0,,,,,,,,,,,,,
2397.0,,,,,,,,,,,,,
2398.0,,,,,,,,,,,,,
2399.0,,,,,,,,,,,,,
2400.0,,,,,,,,,,,,,
2401.0,,,,,,,,,,,,,
2402.0,,,,,,,,,,,,,
2403.0,,,,,,,,,,,,,
2404.0,,,,,,,,,,,,,
2405.0,,,,,,,,,,,,,
2406.0,,,,,,,,,,,,,
2407.0,,,,,,,,,,,,,
2408.0,,,,,,,,,,,,,
2409.0,,,,,,,,,,,,,
2410.0,,,,,,,,,,,,,
2411.0,,,,,,,,,,,,,
2412.0,,,,,,,,,,,,,
2413.0,,,,,,,,,,,,,
2414.0,,,,,,,,,,,,,
2415.0,,,,,,,,,,,,,
2416.0,,,,,,,,,,,,,
2417.0,,,,,,,,,,,,,
2418.0,,,,,,,,,,,,,
2419.0,,,,,,,,,,,,,
2420.0,,,,,,,,,,,,,
2421.0,,,,,,,,,,,,,
2422.0,,,,,,,,,,,,,
2423.0,,,,,,,,,,,,,
2424.0,,,,,,,,,,,,,
